gene_symbol	ensembl_id	transcript_type	panels	MRSD(Blood)	MRSD(Fibroblasts)	MRSD(LCL)	MRSD(Muscle)
ABCB9	ENSG00000150967	MANE	-	-	208.51999999999998	-	-
ABCC1	ENSG00000103222	MANE	-	-	26.65	44.07	60.19
ABCC10	ENSG00000124574	MANE	-	215.93	48.23	88.27	225.42
ABCC11	ENSG00000121270	RefSeq	-	-	-	-	-
ABCC12	ENSG00000140798	RefSeq	-	-	-	-	-
ABCC13	ENSG00000243064	All GENCODE	-	-	-	-	-
ABCC2	ENSG00000023839	RefSeq	Severe Paediatric Disorders;Cholestasis;Neonatal cholestasis	-	-	-	-
ABCC3	ENSG00000108846	MANE	-	589.68	16.12	-	-
ABCC4	ENSG00000125257	RefSeq	-	-	77.22	50.44	598.91
ABCC5	ENSG00000114770	MANE	-	449.6700000000001	55.77	699.01	22.88
ABCC5-AS1	ENSG00000223882	All GENCODE	-	-	-	-	-
ABCC6	ENSG00000091262	RefSeq	DDG2P;Fetal anomalies;Paediatric disorders;Severe Paediatric Disorders;Familial cerebral small vessel disease	-	-	-	-
ABCC6P1	ENSG00000256340	All GENCODE	-	-	-	-	-
ABCC6P2	ENSG00000255277	All GENCODE	-	-	-	-	-
ABCC8	ENSG00000006071	RefSeq	Severe Paediatric Disorders;Congenital hyperinsulinism;Diabetes - neonatal onset;Diabetes with additional phenotypes suggestive of a monogenic aetiology;Familial diabetes;Monogenic diabetes	-	-	-	-
ABCC9	ENSG00000069431	RefSeq	DDG2P;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Cardiomyopathies - including childhood onset;Dilated Cardiomyopathy and conduction defects;Skeletal dysplasia	-	71.63	-	46.800000000000004
ABCD1	ENSG00000101986	MANE	DDG2P;Hypotonic infant;Intellectual disability;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;White matter disorders - adult onset;Inborn errors of metabolism;Inherited white matter disorders;Undiagnosed metabolic disorders;White matter disorders and cerebral calcification - narrow panel;Gene therapy clinical trials;Hereditary spastic paraplegia;Hereditary spastic paraplegia - adult onset;Hereditary spastic paraplegia - childhood onset;Neurodegenerative disorders - adult onset;Peroxisomal disorders	56.160000000000004	56.029999999999994	144.17	34.32
ABCD1P2	ENSG00000215151	All GENCODE	-	-	-	-	-
ABCD1P3	ENSG00000261233	All GENCODE	-	-	-	-	-
ABCD1P4	ENSG00000225293	All GENCODE	-	-	-	-	-
ABCD1P5	ENSG00000214330	All GENCODE	-	-	-	-	-
ABCD2	ENSG00000173208	MANE	-	-	-	209.95	-
ABCD3	ENSG00000117528	MANE	-	-	17.42	31.85	50.699999999999996
ABCD4	ENSG00000119688	MANE	Hypotonic infant;Intellectual disability;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Inborn errors of metabolism;Undiagnosed metabolic disorders	213.2	35.23	36.01	86.84
ABCE1	ENSG00000164163	MANE	-	-	7.15	4.55	22.49
ABCF1	ENSG00000204574	MANE	-	107.50999999999999	9.75	7.409999999999999	7.93
ABCF2	ENSG00000033050	MANE	-	64.35000000000001	5.33	7.93	7.280000000000001
ABCF2P2	ENSG00000228769	All GENCODE	-	-	-	-	-
ABCF3	ENSG00000161204	RefSeq	-	45.89	11.31	13.65	11.18
ABCG1	ENSG00000160179	RefSeq	-	505.44000000000005	-	-	-
ABCG2	ENSG00000118777	MANE	-	-	-	-	-
ABCG4	ENSG00000172350	RefSeq	-	-	-	-	-
ABCG5	ENSG00000138075	MANE	Hypotonic infant;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Inborn errors of metabolism;Undiagnosed metabolic disorders;Rare anaemia;Bleeding and platelet disorders;Familial hypercholesterolaemia;Inherited bleeding disorders	-	-	-	-
ABCG8	ENSG00000143921	MANE	Hypotonic infant;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Inborn errors of metabolism;Undiagnosed metabolic disorders;Rare anaemia;Bleeding and platelet disorders;Familial hypercholesterolaemia;Inherited bleeding disorders	-	-	-	-
ABHD1	ENSG00000143994	MANE	-	-	-	-	-
ABHD10	ENSG00000144827	MANE	-	417.82	17.16	10.14	92.43
ABHD11	ENSG00000106077	RefSeq	-	-	-	-	-
ABHD12	ENSG00000100997	MANE	Ataxia and cerebellar anomalies - narrow panel;Hereditary ataxia;Hereditary ataxia - adult onset;Hereditary ataxia and cerebellar anomalies - childhood onset;Hypotonic infant;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Hereditary neuropathy;Inborn errors of metabolism;Undiagnosed metabolic disorders;Retinal disorders;Hearing loss	92.3	11.700000000000001	11.18	58.75999999999999
ABHD12B	ENSG00000131969	MANE	-	-	-	-	-
ABHD13	ENSG00000139826	MANE	-	220.35	31.07	24.439999999999998	165.1
ABHD14A	ENSG00000248487	MANE	-	124.92999999999999	21.32	37.050000000000004	34.06
ABHD14A-ACY1	ENSG00000114786	All GENCODE	-	-	59.410000000000004	94.77	98.54
ABHD14B	ENSG00000114779	RefSeq	-	-	74.49000000000001	28.6	-
ABHD15	ENSG00000168792	MANE	-	310.05	84.89	139.88	476.32
ABHD16A	ENSG00000204427	MANE	-	63.83	153.01	139.88	127.79
ABHD17A	ENSG00000129968	RefSeq	-	-	-	-	-
ABHD17AP1	ENSG00000203835	All GENCODE	-	-	-	-	-
ABHD17AP2	ENSG00000198658	All GENCODE	-	-	-	-	-
ABHD17AP3	ENSG00000250536	All GENCODE	-	-	-	-	-
ABHD17AP4	ENSG00000229107	All GENCODE	-	-	-	-	-
ABHD17AP5	ENSG00000182502	All GENCODE	-	-	-	-	-
ABHD17AP6	ENSG00000226981	All GENCODE	-	-	-	-	-
ABHD17B	ENSG00000107362	RefSeq	-	-	54.470000000000006	24.83	79.17
ABHD17C	ENSG00000136379	MANE	-	-	27.3	-	-
ABHD2	ENSG00000140526	MANE	-	20.150000000000002	44.07	46.54	131.56
ABHD3	ENSG00000158201	MANE	-	111.54	137.79999999999998	24.05	281.71000000000004
ABHD4	ENSG00000100439	RefSeq	-	36.79	22.49	30.03	61.879999999999995
ABHD5	ENSG00000011198	RefSeq	DDG2P;Fetal anomalies;Hypotonic infant;Intellectual disability;Paediatric disorders;Severe Paediatric Disorders;White matter disorders - childhood onset;Palmoplantar keratodermas;Inborn errors of metabolism;Undiagnosed metabolic disorders	13.0	20.8	51.61	53.69
ABHD6	ENSG00000163686	MANE	-	-	193.96	97.24000000000001	515.4499999999999
ABHD8	ENSG00000127220	MANE	-	57.98	39.129999999999995	28.21	39.129999999999995
ABI1	ENSG00000136754	RefSeq	-	-	-	-	-
ABI2	ENSG00000138443	MANE	-	-	-	-	-
ABI3	ENSG00000108798	MANE	-	33.41	-	5.72	-
ABI3BP	ENSG00000154175	RefSeq	-	-	11.31	-	-
ABL1	ENSG00000097007	MANE	Paediatric disorders;Severe Paediatric Disorders;Familial non syndromic congenital heart disease;Paediatric disorders - additional genes;Thoracic aortic aneurysm and dissection;Thoracic aortic aneurysm or dissection	-	10.79	49.4	36.53
ABL2	ENSG00000143322	MANE	-	-	138.71	-	-
ABLIM1	ENSG00000099204	RefSeq	-	-	-	-	162.76
ABLIM2	ENSG00000163995	MANE	-	-	-	-	6.24
ABLIM3	ENSG00000173210	RefSeq	-	-	39.52	-	83.07
ABR	ENSG00000159842	RefSeq	-	44.07	25.74	43.94	181.09
ABRA	ENSG00000174429	MANE	-	-	-	-	9.1
ABRACL	ENSG00000146386	MANE	-	15.079999999999998	7.67	2.34	-
ABT1	ENSG00000146109	MANE	-	23.66	10.4	4.42	27.560000000000002
ABTB1	ENSG00000114626	MANE	-	2.73	40.300000000000004	59.8	25.74
ABTB2	ENSG00000166016	MANE	-	-	595.53	349.44	73.19
AC000032.2	ENSG00000260246	All GENCODE	-	-	-	-	-
AC000036.4	ENSG00000225929	All GENCODE	-	-	-	-	-
AC000041.8	ENSG00000242156	All GENCODE	-	-	-	-	-
AC000067.1	ENSG00000225007	All GENCODE	-	-	-	-	-
AC000068.5	ENSG00000185065	All GENCODE	-	-	-	-	-
AC000077.2	ENSG00000230485	All GENCODE	-	-	-	-	-
AC000099.1	ENSG00000236340	All GENCODE	-	-	-	-	-
AC000111.3	ENSG00000232661	All GENCODE	-	-	-	-	-
AC000111.6	ENSG00000083622	All GENCODE	-	-	-	-	-
AC000120.7	ENSG00000243107	All GENCODE	-	-	-	-	-
AC000123.4	ENSG00000224138	All GENCODE	-	-	-	-	-
AC000124.1	ENSG00000226770	All GENCODE	-	-	-	-	-
AC000362.1	ENSG00000230820	All GENCODE	-	-	-	-	-
AC000370.2	ENSG00000241921	All GENCODE	-	-	-	-	-
AC002056.3	ENSG00000213683	All GENCODE	-	-	-	-	-
AC002056.5	ENSG00000254499	All GENCODE	-	-	-	-	-
AC002064.4	ENSG00000234459	All GENCODE	-	-	-	-	-
AC002064.5	ENSG00000225498	All GENCODE	-	-	-	-	-
AC002066.1	ENSG00000237813	All GENCODE	-	-	-	-	-
AC002076.10	ENSG00000234695	All GENCODE	-	-	-	-	-
AC002115.5	ENSG00000224910	All GENCODE	-	-	-	-	-
AC002115.9	ENSG00000267626	All GENCODE	-	-	-	-	-
AC002116.7	ENSG00000267698	All GENCODE	-	-	-	-	-
AC002116.8	ENSG00000248101	All GENCODE	-	463.5799999999999	210.6	64.61	-
AC002117.1	ENSG00000224505	All GENCODE	-	-	-	-	-
AC002127.4	ENSG00000233420	All GENCODE	-	-	-	-	-
AC002128.5	ENSG00000271366	All GENCODE	-	-	-	-	-
AC002306.1	ENSG00000259242	All GENCODE	-	-	-	-	-
AC002310.10	ENSG00000260494	All GENCODE	-	-	-	-	-
AC002310.12	ENSG00000235560	All GENCODE	-	-	-	-	-
AC002310.13	ENSG00000260869	All GENCODE	-	-	-	-	-
AC002310.7	ENSG00000239791	All GENCODE	-	-	-	-	-
AC002331.1	ENSG00000236481	All GENCODE	-	-	-	-	-
AC002365.1	ENSG00000234469	RefSeq	-	-	-	-	-
AC002366.3	ENSG00000232392	All GENCODE	-	-	-	-	-
AC002368.4	ENSG00000237741	All GENCODE	-	-	-	-	-
AC002383.2	ENSG00000227863	All GENCODE	-	-	-	-	-
AC002386.1	ENSG00000230941	All GENCODE	-	-	-	-	-
AC002398.11	ENSG00000267439	All GENCODE	-	-	-	-	-
AC002398.12	ENSG00000267328	All GENCODE	-	-	-	-	-
AC002398.13	ENSG00000267049	All GENCODE	-	-	-	-	-
AC002398.5	ENSG00000225872	All GENCODE	-	-	-	-	-
AC002398.9	ENSG00000188223	All GENCODE	-	32.76	26.52	24.7	45.24
AC002401.1	ENSG00000236472	All GENCODE	-	-	-	-	-
AC002429.5	ENSG00000236197	All GENCODE	-	-	-	-	-
AC002451.3	ENSG00000231170	All GENCODE	-	-	-	-	-
AC002454.1	ENSG00000237819	All GENCODE	-	-	-	-	-
AC002456.2	ENSG00000223969	All GENCODE	-	-	-	-	-
AC002463.3	ENSG00000223646	All GENCODE	-	-	-	-	-
AC002465.2	ENSG00000238202	All GENCODE	-	-	-	-	-
AC002467.7	ENSG00000241764	All GENCODE	-	-	-	-	-
AC002472.1	ENSG00000269103	All GENCODE	-	-	-	-	-
AC002472.11	ENSG00000226872	All GENCODE	-	-	-	-	-
AC002472.13	ENSG00000187905	All GENCODE	-	-	-	-	-
AC002480.2	ENSG00000238033	All GENCODE	-	-	-	-	-
AC002480.3	ENSG00000232759	All GENCODE	-	-	-	-	-
AC002480.4	ENSG00000232949	All GENCODE	-	-	-	-	-
AC002480.5	ENSG00000225541	All GENCODE	-	-	-	-	-
AC002486.2	ENSG00000231525	All GENCODE	-	-	-	-	-
AC002511.1	ENSG00000205786	All GENCODE	-	-	-	-	-
AC002511.2	ENSG00000233214	All GENCODE	-	-	-	-	-
AC002511.3	ENSG00000232680	All GENCODE	-	-	-	-	-
AC002519.6	ENSG00000261457	All GENCODE	-	-	-	-	-
AC002523.1	ENSG00000242186	All GENCODE	-	-	-	-	-
AC002539.1	ENSG00000230258	All GENCODE	-	-	-	-	-
AC002543.2	ENSG00000235945	All GENCODE	-	-	-	-	-
AC002550.5	ENSG00000261312	All GENCODE	-	-	-	-	-
AC002551.1	ENSG00000261736	All GENCODE	-	-	-	-	-
AC002553.1	ENSG00000227782	All GENCODE	-	-	-	-	-
AC002985.3	ENSG00000268193	All GENCODE	-	-	-	-	-
AC003002.4	ENSG00000268133	All GENCODE	-	-	-	-	-
AC003002.6	ENSG00000269533	All GENCODE	-	-	-	-	-
AC003003.5	ENSG00000188477	All GENCODE	-	-	-	-	-
AC003005.2	ENSG00000268266	All GENCODE	-	-	-	-	-
AC003005.4	ENSG00000268107	All GENCODE	-	-	-	-	-
AC003006.7	ENSG00000269026	All GENCODE	-	-	-	-	-
AC003009.1	ENSG00000262011	All GENCODE	-	-	-	-	-
AC003029.1	ENSG00000248594	All GENCODE	-	-	-	-	-
AC003043.1	ENSG00000268413	All GENCODE	-	-	-	-	-
AC003045.1	ENSG00000214684	All GENCODE	-	-	-	-	-
AC003051.1	ENSG00000227517	All GENCODE	-	-	-	-	-
AC003075.4	ENSG00000237773	All GENCODE	-	-	-	-	-
AC003079.1	ENSG00000203505	All GENCODE	-	-	-	-	-
AC003084.2	ENSG00000234826	All GENCODE	-	-	-	-	-
AC003088.1	ENSG00000226965	All GENCODE	-	-	-	-	-
AC003090.1	ENSG00000223561	All GENCODE	-	-	-	-	-
AC003092.1	ENSG00000236453	All GENCODE	-	-	-	-	-
AC003092.2	ENSG00000236938	All GENCODE	-	-	-	-	-
AC003101.1	ENSG00000228768	All GENCODE	-	-	-	-	-
AC003102.1	ENSG00000214921	All GENCODE	-	-	-	-	-
AC003102.3	ENSG00000267750	All GENCODE	-	-	-	-	-
AC003104.1	ENSG00000236194	All GENCODE	-	-	-	-	-
AC003664.1	ENSG00000234634	All GENCODE	-	-	-	-	-
AC003665.1	ENSG00000234494	All GENCODE	-	-	-	-	-
AC003682.16	ENSG00000268392	All GENCODE	-	-	-	-	-
AC003956.1	ENSG00000268564	All GENCODE	-	-	-	-	-
AC003958.2	ENSG00000234859	All GENCODE	-	-	-	-	-
AC003958.6	ENSG00000108516	All GENCODE	-	-	-	-	-
AC003973.4	ENSG00000269504	All GENCODE	-	-	-	-	-
AC003973.5	ENSG00000269199	All GENCODE	-	-	-	-	-
AC003984.1	ENSG00000235139	All GENCODE	-	-	-	-	-
AC003985.1	ENSG00000233824	All GENCODE	-	-	-	-	-
AC003986.5	ENSG00000229533	All GENCODE	-	-	-	-	-
AC003986.6	ENSG00000232821	All GENCODE	-	-	-	-	-
AC003986.7	ENSG00000236536	All GENCODE	-	-	-	-	-
AC003988.1	ENSG00000234223	All GENCODE	-	-	-	-	-
AC003991.3	ENSG00000228113	All GENCODE	-	-	-	-	-
AC004009.3	ENSG00000224322	All GENCODE	-	-	-	-	-
AC004012.1	ENSG00000233942	All GENCODE	-	-	-	-	-
AC004014.3	ENSG00000229603	All GENCODE	-	-	-	-	-
AC004019.13	ENSG00000236754	All GENCODE	-	-	-	-	-
AC004041.2	ENSG00000223442	All GENCODE	-	-	-	-	-
AC004051.2	ENSG00000246774	All GENCODE	-	-	-	-	-
AC004053.1	ENSG00000245384	All GENCODE	-	-	-	-	-
AC004054.1	ENSG00000248984	All GENCODE	-	-	-	-	-
AC004057.1	ENSG00000196656	All GENCODE	-	-	-	-	-
AC004063.1	ENSG00000250670	All GENCODE	-	-	-	-	-
AC004066.3	ENSG00000250522	All GENCODE	-	-	-	-	-
AC004069.2	ENSG00000251259	All GENCODE	-	-	-	298.48	-
AC004070.1	ENSG00000231110	All GENCODE	-	-	-	-	-
AC004076.7	ENSG00000268533	All GENCODE	-	-	-	-	-
AC004076.9	ENSG00000268163	All GENCODE	-	-	-	-	-
AC004112.4	ENSG00000226851	All GENCODE	-	-	-	-	-
AC004125.3	ENSG00000260264	All GENCODE	-	-	-	-	-
AC004129.7	ENSG00000234406	All GENCODE	-	-	-	-	-
AC004156.3	ENSG00000267666	All GENCODE	-	-	-	-	-
AC004158.2	ENSG00000261008	All GENCODE	-	-	-	-	-
AC004160.4	ENSG00000230435	All GENCODE	-	-	-	-	-
AC004166.6	ENSG00000184616	All GENCODE	-	-	-	-	-
AC004221.2	ENSG00000267778	All GENCODE	-	-	-	-	-
AC004231.2	ENSG00000234477	All GENCODE	-	-	-	-	-
AC004237.1	ENSG00000230612	All GENCODE	-	-	-	-	-
AC004257.1	ENSG00000269635	All GENCODE	-	-	-	-	-
AC004381.6	ENSG00000005189	RefSeq	-	-	490.36	39.52	-
AC004381.7	ENSG00000260510	All GENCODE	-	-	-	-	-
AC004410.3	ENSG00000273309	All GENCODE	-	-	-	-	-
AC004447.2	ENSG00000269131	All GENCODE	-	-	-	-	-
AC004448.2	ENSG00000227078	All GENCODE	-	-	-	-	-
AC004448.5	ENSG00000235979	All GENCODE	-	-	-	-	-
AC004461.4	ENSG00000237347	All GENCODE	-	-	-	-	-
AC004471.10	ENSG00000272682	All GENCODE	-	-	-	-	-
AC004471.9	ENSG00000223461	All GENCODE	-	-	-	-	-
AC004485.3	ENSG00000228944	All GENCODE	-	-	-	-	-
AC004490.1	ENSG00000267122	All GENCODE	-	-	-	-	-
AC004510.3	ENSG00000267308	All GENCODE	-	-	-	-	-
AC004528.1	ENSG00000269169	All GENCODE	-	-	-	-	-
AC004528.4	ENSG00000266990	All GENCODE	-	-	-	-	-
AC004535.2	ENSG00000236414	All GENCODE	-	-	-	-	-
AC004538.3	ENSG00000230333	All GENCODE	-	-	-	-	-
AC004540.4	ENSG00000225792	All GENCODE	-	-	-	-	-
AC004540.5	ENSG00000214870	All GENCODE	-	-	-	-	-
AC004543.2	ENSG00000237921	All GENCODE	-	-	-	-	-
AC004549.6	ENSG00000229893	All GENCODE	-	-	-	-	-
AC004562.1	ENSG00000237560	All GENCODE	-	-	-	-	-
AC004593.3	ENSG00000235669	All GENCODE	-	-	-	-	-
AC004603.4	ENSG00000225877	All GENCODE	-	-	-	-	-
AC004623.2	ENSG00000267755	All GENCODE	-	-	-	-	-
AC004637.1	ENSG00000267304	All GENCODE	-	-	-	-	-
AC004691.5	ENSG00000229263	All GENCODE	-	-	-	-	-
AC004692.4	ENSG00000228680	All GENCODE	-	-	-	-	-
AC004702.2	ENSG00000263494	All GENCODE	-	-	-	-	-
AC004706.1	ENSG00000256806	All GENCODE	-	-	-	-	-
AC004744.3	ENSG00000226522	All GENCODE	-	-	-	-	-
AC004771.1	ENSG00000203562	All GENCODE	-	-	-	-	-
AC004791.2	ENSG00000267453	All GENCODE	-	-	-	-	-
AC004824.2	ENSG00000269468	All GENCODE	-	-	-	-	-
AC004832.1	ENSG00000203606	All GENCODE	-	-	-	-	-
AC004837.4	ENSG00000231951	All GENCODE	-	-	-	-	-
AC004837.5	ENSG00000228554	All GENCODE	-	-	-	-	-
AC004840.8	ENSG00000230914	All GENCODE	-	-	-	-	-
AC004840.9	ENSG00000175873	All GENCODE	-	-	-	-	-
AC004854.4	ENSG00000234183	All GENCODE	-	-	-	-	-
AC004854.5	ENSG00000230160	All GENCODE	-	-	-	-	-
AC004862.6	ENSG00000232667	All GENCODE	-	-	-	-	-
AC004866.3	ENSG00000224134	All GENCODE	-	-	-	-	-
AC004869.2	ENSG00000230680	All GENCODE	-	-	-	-	-
AC004869.3	ENSG00000240355	All GENCODE	-	-	-	-	-
AC004870.3	ENSG00000229192	All GENCODE	-	-	-	-	-
AC004870.4	ENSG00000223829	All GENCODE	-	-	-	-	-
AC004878.2	ENSG00000224804	All GENCODE	-	-	-	-	-
AC004878.3	ENSG00000198632	All GENCODE	-	-	-	-	-
AC004878.5	ENSG00000205508	All GENCODE	-	-	-	-	-
AC004878.6	ENSG00000205506	All GENCODE	-	-	-	-	-
AC004878.7	ENSG00000249595	All GENCODE	-	-	-	-	-
AC004878.8	ENSG00000254977	All GENCODE	-	-	-	-	-
AC004893.11	ENSG00000242687	All GENCODE	-	-	-	-	-
AC004895.4	ENSG00000231704	All GENCODE	-	-	-	-	-
AC004899.3	ENSG00000225705	All GENCODE	-	-	-	-	-
AC004901.1	ENSG00000232072	All GENCODE	-	-	-	-	-
AC004906.3	ENSG00000237286	All GENCODE	-	-	-	-	-
AC004917.1	ENSG00000177820	All GENCODE	-	-	-	-	-
AC004920.3	ENSG00000236046	All GENCODE	-	-	-	-	-
