gene_symbol	ensembl_id	transcript_type	panels	MRSD(Blood)	MRSD(Fibroblasts)	MRSD(LCL)	MRSD(Muscle)
AAMP	ENSG00000127837	RefSeq	-	181.45	17.95	30.39	44.66
AANAT	ENSG00000129673	RefSeq	-	-	-	-	-
AAR2	ENSG00000131043	MANE	-	220.43	39.1	43.02	89.01
AARD	ENSG00000205002	MANE	-	-	-	-	-
AARS	ENSG00000090861	RefSeq	Hereditary neuropathy NOT PMP22 copy number;Hereditary neuropathy;Hypotonic infant;White matter disorders - adult onset;White matter disorders - childhood onset;Intellectual disability;Genetic epilepsy syndromes;Paediatric disorders	184.6	3.37	3.24	8.53
AARS2	ENSG00000124608	MANE	White matter disorders and cerebral calcification - narrow panel;Inherited white matter disorders;Primary ovarian insufficiency;Hypotonic infant;Undiagnosed metabolic disorders;Cardiomyopathies - including childhood onset;White matter disorders - adult onset;White matter disorders - childhood onset;Inborn errors of metabolism;Mitochondrial disorders;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	-	54.25	38.16	-
AARSD1	ENSG00000266967	MANE	-	257.12	12.37	8.91	7.77
AASDH	ENSG00000157426	MANE	-	-	90.97	86.68	-
AASDHPPT	ENSG00000149313	MANE	-	155.51	6.79	5.45	25.05
AASS	ENSG00000008311	MANE	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Intellectual disability;Inborn errors of metabolism;Paediatric disorders	-	53.35	-	-
AATF	ENSG00000108270	RefSeq	-	16.58	5.9	3.47	18.19
AATK	ENSG00000181409	MANE	-	-	-	-	-
AATK-AS1	ENSG00000225180	All_GENCODE	-	-	-	-	-
AB015752.3	ENSG00000254180	All_GENCODE	-	-	-	-	-
AB019440.50	ENSG00000271201	All_GENCODE	-	-	-	-	-
ABAT	ENSG00000183044	MANE	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Childhood onset dystonia or chorea or related movement disorder;Genetic epilepsy syndromes;Inborn errors of metabolism;Mitochondrial disorders;Mitochondrial DNA maintenance disorder;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	-	-	-	-
ABC12-47043100G14.2	ENSG00000237215	All_GENCODE	-	-	-	-	-
ABC7-42389800N19.1	ENSG00000261605	All_GENCODE	-	-	-	-	-
ABCA1	ENSG00000165029	MANE	Hereditary neuropathy;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Inborn errors of metabolism;Paediatric disorders	-	305.42	-	-
ABCA10	ENSG00000154263	RefSeq	-	-	-	-	-
ABCA11P	ENSG00000251595	All_GENCODE	-	-	-	-	-
ABCA12	ENSG00000144452	MANE	Ichthyosis and erythrokeratoderma;Autosomal recessive congenital ichthyosis;Palmoplantar keratodermas;Fetal anomalies	-	-	-	-
ABCA13	ENSG00000179869	MANE	-	-	-	-	-
ABCA17P	ENSG00000238098	All_GENCODE	-	-	-	-	-
ABCA2	ENSG00000107331	MANE	-	233.39	79.51	-	416.11
ABCA3	ENSG00000167972	MANE	Familial pulmonary fibrosis;Surfactant deficiency	-	-	-	422.54
ABCA4	ENSG00000198691	MANE	Retinal disorders	-	-	-	-
ABCA5	ENSG00000154265	MANE	-	-	305.16	38.16	31.59
ABCA6	ENSG00000154262	MANE	-	-	198.36	-	-
ABCA7	ENSG00000064687	RefSeq	-	23.85	-	520.08	-
ABCA8	ENSG00000141338	MANE	-	-	164.98	-	-
ABCA9	ENSG00000154258	MANE	-	-	-	-	416.11
ABCA9-AS1	ENSG00000231749	All_GENCODE	-	-	-	-	-
ABCB1	ENSG00000085563	RefSeq	-	-	-	-	-
ABCB10	ENSG00000135776	MANE	-	-	66.3	51.01	117.73
ABCB11	ENSG00000073734	RefSeq	DDG2P;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Neonatal cholestasis;Inborn errors of metabolism;Paediatric disorders;Cholestasis	-	-	-	-
ABCB4	ENSG00000005471	RefSeq	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Neonatal cholestasis;Inborn errors of metabolism;Paediatric disorders;Cholestasis	-	-	-	-
ABCB5	ENSG00000004846	RefSeq	-	-	-	-	-
ABCB6	ENSG00000115657	MANE	Structural eye disease;Pigmentary skin disorders	-	-	-	-
ABCB7	ENSG00000131269	MANE	Hereditary ataxia - adult onset;DDG2P;Ataxia and cerebellar anomalies - narrow panel;Rare anaemia;Hypotonic infant;Undiagnosed metabolic disorders;Hereditary ataxia;White matter disorders - childhood onset;Hereditary ataxia and cerebellar anomalies - childhood onset;Iron metabolism disorders;Cytopenias and congenital anaemias;Inborn errors of metabolism;Mitochondrial disorders;Paediatric disorders;Possible mitochondrial disorder - nuclear genes	-	50.73	15.27	48.28
ABCB8	ENSG00000197150	RefSeq	-	-	-	-	-
ABCB9	ENSG00000150967	MANE	-	-	279.97	-	-
ABCC1	ENSG00000103222	MANE	-	-	25.3	73.42	90.68
ABCC10	ENSG00000124574	MANE	-	-	192.23	472.85	-
ABCC11	ENSG00000121270	RefSeq	-	-	-	-	-
ABCC12	ENSG00000140798	RefSeq	-	-	-	-	-
ABCC13	ENSG00000243064	All_GENCODE	-	-	-	-	-
ABCC2	ENSG00000023839	RefSeq	Neonatal cholestasis;Cholestasis	-	-	-	-
ABCC3	ENSG00000108846	MANE	-	-	12.73	-	-
ABCC4	ENSG00000125257	RefSeq	-	-	234.6	71.69	-
ABCC5	ENSG00000114770	MANE	-	-	70.24	-	41.38
ABCC5-AS1	ENSG00000223882	All_GENCODE	-	-	-	-	-
ABCC6	ENSG00000091262	RefSeq	DDG2P;Familial cerebral small vessel disease;Paediatric disorders;Fetal anomalies	-	-	-	-
ABCC6P1	ENSG00000256340	All_GENCODE	-	-	-	-	-
ABCC6P2	ENSG00000255277	All_GENCODE	-	-	-	-	-
ABCC8	ENSG00000006071	RefSeq	Familial diabetes;Diabetes - neonatal onset;Monogenic diabetes;Diabetes with additional phenotypes suggestive of a monogenic aetiology;Congenital hyperinsulinism	-	-	-	-
ABCC9	ENSG00000069431	RefSeq	DDG2P;Dilated Cardiomyopathy and conduction defects;Hypotonic infant;Skeletal dysplasia;Cardiomyopathies - including childhood onset;White matter disorders - childhood onset;Intellectual disability;Paediatric disorders;Fetal anomalies	-	237.63	-	92.15
ABCD1	ENSG00000101986	MANE	White matter disorders and cerebral calcification - narrow panel;Inherited white matter disorders;DDG2P;Neurodegenerative disorders - adult onset;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - adult onset;White matter disorders - childhood onset;Intellectual disability;Hereditary spastic paraplegia - childhood onset;Hereditary spastic paraplegia - adult onset;Inborn errors of metabolism;Hereditary spastic paraplegia;Paediatric disorders;Peroxisomal disorders	117.89	61.46	236.42	34.02
ABCD1P2	ENSG00000215151	All_GENCODE	-	-	-	-	-
ABCD1P3	ENSG00000261233	All_GENCODE	-	-	-	-	-
ABCD1P4	ENSG00000225293	All_GENCODE	-	-	-	-	-
ABCD1P5	ENSG00000214330	All_GENCODE	-	-	-	-	-
ABCD2	ENSG00000173208	MANE	-	-	-	430.16	-
ABCD3	ENSG00000117528	MANE	-	-	21.6	42.51	76.37
ABCD4	ENSG00000119688	MANE	Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Intellectual disability;Inborn errors of metabolism;Paediatric disorders;Pigmentary skin disorders	-	85.79	72.73	224.88
ABCE1	ENSG00000164163	MANE	-	-	5.56	4.58	23.33
ABCF1	ENSG00000204574	MANE	-	164.23	9.82	7.84	7.66
ABCF2	ENSG00000033050	MANE	-	170.5	7.8	8.04	8.41
ABCF2P2	ENSG00000228769	All_GENCODE	-	-	-	-	-
ABCF3	ENSG00000161204	RefSeq	-	57.06	9.81	13.44	10.04
ABCG1	ENSG00000160179	RefSeq	-	-	-	-	-
ABCG2	ENSG00000118777	MANE	-	-	-	-	-
ABCG4	ENSG00000172350	RefSeq	-	-	-	-	-
ABCG5	ENSG00000138075	MANE	Rare anaemia;Hypotonic infant;Undiagnosed metabolic disorders;Bleeding and platelet disorders;White matter disorders - childhood onset;Familial hypercholesterolaemia;Inborn errors of metabolism;Paediatric disorders;Inherited bleeding disorders	-	-	-	-
ABCG8	ENSG00000143921	MANE	Rare anaemia;Hypotonic infant;Undiagnosed metabolic disorders;Bleeding and platelet disorders;White matter disorders - childhood onset;Familial hypercholesterolaemia;Inborn errors of metabolism;Paediatric disorders;Inherited bleeding disorders	-	-	-	-
ABHD1	ENSG00000143994	MANE	-	-	-	-	-
ABHD10	ENSG00000144827	MANE	-	-	14.92	8.27	103.68
ABHD11	ENSG00000106077	RefSeq	-	-	-	-	-
ABHD12	ENSG00000100997	MANE	Retinal disorders;Hereditary ataxia - adult onset;Hereditary neuropathy;Hearing loss;Ataxia and cerebellar anomalies - narrow panel;Hypotonic infant;Undiagnosed metabolic disorders;Hereditary ataxia;White matter disorders - childhood onset;Hereditary ataxia and cerebellar anomalies - childhood onset;Inborn errors of metabolism;Paediatric disorders	258.2	12.64	11.84	127.32
ABHD12B	ENSG00000131969	MANE	-	-	-	-	-
ABHD13	ENSG00000139826	MANE	-	148.07	19.12	15.01	101.63
ABHD14A	ENSG00000248487	MANE	-	155.51	24.46	60.31	63.04
ABHD14A-ACY1	ENSG00000114786	All_GENCODE	-	-	-	-	-
ABHD14B	ENSG00000114779	RefSeq	-	-	45.84	17.6	-
ABHD15	ENSG00000168792	MANE	-	201.02	52.25	86.11	293.12
ABHD16A	ENSG00000204427	MANE	-	-	-	-	-
ABHD17A	ENSG00000129968	RefSeq	-	-	-	-	-
ABHD17AP1	ENSG00000203835	All_GENCODE	-	-	-	-	-
ABHD17AP2	ENSG00000198658	All_GENCODE	-	-	-	-	-
ABHD17AP3	ENSG00000250536	All_GENCODE	-	-	-	-	-
ABHD17AP4	ENSG00000229107	All_GENCODE	-	-	-	-	-
ABHD17AP5	ENSG00000182502	All_GENCODE	-	-	-	-	-
ABHD17AP6	ENSG00000226981	All_GENCODE	-	-	-	-	-
ABHD17B	ENSG00000107362	RefSeq	-	-	-	-	-
ABHD17C	ENSG00000136379	MANE	-	-	16.76	-	-
ABHD2	ENSG00000140526	MANE	-	23.11	58.65	60.67	155.98
ABHD3	ENSG00000158201	MANE	-	239.57	183.26	19.94	-
ABHD4	ENSG00000100439	RefSeq	-	47.42	22.91	30.38	89.17
ABHD5	ENSG00000011198	RefSeq	DDG2P;Hypotonic infant;Undiagnosed metabolic disorders;White matter disorders - childhood onset;Intellectual disability;Inborn errors of metabolism;Palmoplantar keratodermas;Paediatric disorders;Fetal anomalies	11.95	20.13	57.41	49.5
ABHD6	ENSG00000163686	MANE	-	-	-	243.04	-
ABHD8	ENSG00000127220	MANE	-	94.84	40.43	42.99	44.98
ABI1	ENSG00000136754	RefSeq	-	-	-	-	-
ABI2	ENSG00000138443	MANE	-	-	-	-	-
ABI3	ENSG00000108798	MANE	-	29.7	-	4.35	-
ABI3BP	ENSG00000154175	RefSeq	-	-	23.76	-	-
ABL1	ENSG00000097007	MANE	Paediatric disorders - additional genes;Familial non syndromic congenital heart disease;Thoracic aortic aneurysm or dissection;Paediatric disorders;Thoracic aortic aneurysm and dissection	-	18.29	243.04	102.05
ABL2	ENSG00000143322	MANE	-	-	-	-	-
ABLIM1	ENSG00000099204	RefSeq	-	-	-	-	-
ABLIM2	ENSG00000163995	MANE	-	-	-	-	15.6
ABLIM3	ENSG00000173210	RefSeq	-	-	-	-	170.09
ABR	ENSG00000159842	RefSeq	-	-	-	-	-
ABRA	ENSG00000174429	MANE	-	-	-	-	5.63
ABRACL	ENSG00000146386	MANE	-	9.72	4.69	1.41	-
ABT1	ENSG00000146109	MANE	-	15.02	6.37	2.71	16.94
ABTB1	ENSG00000114626	MANE	-	2.18	49.49	81.13	23.1
ABTB2	ENSG00000166016	MANE	-	-	-	-	120.21
AC000032.2	ENSG00000260246	All_GENCODE	-	-	-	-	-
AC000036.4	ENSG00000225929	All_GENCODE	-	-	-	-	-
AC000041.8	ENSG00000242156	All_GENCODE	-	-	-	-	-
AC000067.1	ENSG00000225007	All_GENCODE	-	-	-	-	-
AC000068.5	ENSG00000185065	All_GENCODE	-	-	-	-	-
AC000077.2	ENSG00000230485	All_GENCODE	-	-	-	-	-
AC000099.1	ENSG00000236340	All_GENCODE	-	-	-	-	-
AC000111.3	ENSG00000232661	All_GENCODE	-	-	-	-	-
AC000111.6	ENSG00000083622	All_GENCODE	-	-	-	-	-
AC000120.7	ENSG00000243107	All_GENCODE	-	-	-	-	-
AC000123.4	ENSG00000224138	All_GENCODE	-	-	-	-	-
AC000124.1	ENSG00000226770	All_GENCODE	-	-	-	-	-
AC000362.1	ENSG00000230820	All_GENCODE	-	-	-	-	-
AC000370.2	ENSG00000241921	All_GENCODE	-	-	-	-	-
AC002056.3	ENSG00000213683	All_GENCODE	-	-	-	-	-
AC002056.5	ENSG00000254499	All_GENCODE	-	-	-	-	-
AC002064.4	ENSG00000234459	All_GENCODE	-	-	-	-	-
AC002064.5	ENSG00000225498	All_GENCODE	-	-	-	-	-
AC002066.1	ENSG00000237813	All_GENCODE	-	-	-	-	-
AC002076.10	ENSG00000234695	All_GENCODE	-	-	-	-	-
AC002115.5	ENSG00000224910	All_GENCODE	-	-	-	-	-
AC002115.9	ENSG00000267626	All_GENCODE	-	-	-	-	-
AC002116.7	ENSG00000267698	All_GENCODE	-	-	-	-	-
AC002116.8	ENSG00000248101	All_GENCODE	-	-	-	-	-
AC002117.1	ENSG00000224505	All_GENCODE	-	-	-	-	-
AC002127.4	ENSG00000233420	All_GENCODE	-	-	-	-	-
AC002128.5	ENSG00000271366	All_GENCODE	-	-	-	-	-
AC002306.1	ENSG00000259242	All_GENCODE	-	-	-	-	-
AC002310.10	ENSG00000260494	All_GENCODE	-	-	-	-	-
AC002310.12	ENSG00000235560	All_GENCODE	-	-	-	-	-
AC002310.13	ENSG00000260869	All_GENCODE	-	-	-	-	-
AC002310.7	ENSG00000239791	All_GENCODE	-	-	-	-	-
AC002331.1	ENSG00000236481	All_GENCODE	-	-	-	-	-
AC002365.1	ENSG00000234469	RefSeq	-	-	-	-	-
AC002366.3	ENSG00000232392	All_GENCODE	-	-	-	-	-
AC002368.4	ENSG00000237741	All_GENCODE	-	-	-	-	-
AC002383.2	ENSG00000227863	All_GENCODE	-	-	-	-	-
AC002386.1	ENSG00000230941	All_GENCODE	-	-	-	-	-
AC002398.11	ENSG00000267439	All_GENCODE	-	-	-	-	-
AC002398.12	ENSG00000267328	All_GENCODE	-	-	-	-	-
AC002398.13	ENSG00000267049	All_GENCODE	-	-	-	-	-
AC002398.5	ENSG00000225872	All_GENCODE	-	-	-	-	-
AC002398.9	ENSG00000188223	All_GENCODE	-	-	-	-	-
AC002401.1	ENSG00000236472	All_GENCODE	-	-	-	-	-
AC002429.5	ENSG00000236197	All_GENCODE	-	-	-	-	-
AC002451.3	ENSG00000231170	All_GENCODE	-	-	-	-	-
AC002454.1	ENSG00000237819	All_GENCODE	-	-	-	-	-
AC002456.2	ENSG00000223969	All_GENCODE	-	-	-	-	-
AC002463.3	ENSG00000223646	All_GENCODE	-	-	-	-	-
AC002465.2	ENSG00000238202	All_GENCODE	-	-	-	-	-
AC002467.7	ENSG00000241764	All_GENCODE	-	-	-	477.37	-
AC002472.1	ENSG00000269103	All_GENCODE	-	-	-	-	-
AC002472.11	ENSG00000226872	All_GENCODE	-	-	-	-	-
AC002472.13	ENSG00000187905	All_GENCODE	-	-	-	-	-
AC002480.2	ENSG00000238033	All_GENCODE	-	-	-	-	-
AC002480.3	ENSG00000232759	All_GENCODE	-	-	-	-	-
AC002480.4	ENSG00000232949	All_GENCODE	-	-	-	-	-
AC002480.5	ENSG00000225541	All_GENCODE	-	-	-	-	-
AC002486.2	ENSG00000231525	All_GENCODE	-	-	-	-	-
AC002511.1	ENSG00000205786	All_GENCODE	-	-	-	-	-
AC002511.2	ENSG00000233214	All_GENCODE	-	-	-	-	-
AC002511.3	ENSG00000232680	All_GENCODE	-	-	-	-	-
AC002523.1	ENSG00000242186	All_GENCODE	-	-	-	-	-
AC002539.1	ENSG00000230258	All_GENCODE	-	-	-	-	-
AC002543.2	ENSG00000235945	All_GENCODE	-	-	-	-	-
AC002550.5	ENSG00000261312	All_GENCODE	-	-	-	-	-
AC002551.1	ENSG00000261736	All_GENCODE	-	-	-	-	-
AC002553.1	ENSG00000227782	All_GENCODE	-	-	-	-	-
AC002985.3	ENSG00000268193	All_GENCODE	-	-	-	-	-
AC003002.4	ENSG00000268133	All_GENCODE	-	-	-	-	-
AC003002.6	ENSG00000269533	All_GENCODE	-	-	-	-	-
AC003003.5	ENSG00000188477	All_GENCODE	-	-	-	-	-
AC003005.2	ENSG00000268266	All_GENCODE	-	-	-	-	-
AC003005.4	ENSG00000268107	All_GENCODE	-	-	-	-	-
AC003006.7	ENSG00000269026	All_GENCODE	-	-	-	-	-
AC003009.1	ENSG00000262011	All_GENCODE	-	-	-	-	-
AC003029.1	ENSG00000248594	All_GENCODE	-	-	-	-	-
AC003043.1	ENSG00000268413	All_GENCODE	-	-	-	-	-
AC003045.1	ENSG00000214684	All_GENCODE	-	-	-	-	-
AC003051.1	ENSG00000227517	All_GENCODE	-	-	-	-	-
AC003075.4	ENSG00000237773	All_GENCODE	-	-	-	-	-
AC003079.1	ENSG00000203505	All_GENCODE	-	-	-	-	-
AC003084.2	ENSG00000234826	All_GENCODE	-	-	-	-	-
AC003088.1	ENSG00000226965	All_GENCODE	-	-	-	-	-
AC003090.1	ENSG00000223561	All_GENCODE	-	-	-	-	-
AC003092.1	ENSG00000236453	All_GENCODE	-	-	-	-	-
AC003092.2	ENSG00000236938	All_GENCODE	-	-	-	-	-
AC003101.1	ENSG00000228768	All_GENCODE	-	-	-	-	-
AC003102.1	ENSG00000214921	All_GENCODE	-	-	-	-	-
AC003102.3	ENSG00000267750	All_GENCODE	-	-	-	-	-
AC003104.1	ENSG00000236194	All_GENCODE	-	-	-	-	-
AC003664.1	ENSG00000234634	All_GENCODE	-	-	-	-	-
AC003665.1	ENSG00000234494	All_GENCODE	-	-	-	-	-
AC003682.16	ENSG00000268392	All_GENCODE	-	-	-	-	-
AC003956.1	ENSG00000268564	All_GENCODE	-	-	-	-	-
AC003958.2	ENSG00000234859	All_GENCODE	-	-	-	-	-
AC003958.6	ENSG00000108516	All_GENCODE	-	-	-	-	-
AC003973.4	ENSG00000269504	All_GENCODE	-	-	-	-	-
AC003973.5	ENSG00000269199	All_GENCODE	-	-	-	-	-
AC003984.1	ENSG00000235139	All_GENCODE	-	-	-	-	-
AC003985.1	ENSG00000233824	All_GENCODE	-	-	-	-	-
AC003986.5	ENSG00000229533	All_GENCODE	-	-	-	-	-
AC003986.6	ENSG00000232821	All_GENCODE	-	-	-	-	-
AC003986.7	ENSG00000236536	All_GENCODE	-	-	-	-	-
AC003988.1	ENSG00000234223	All_GENCODE	-	-	-	-	-
AC003991.3	ENSG00000228113	All_GENCODE	-	-	-	-	-
AC004009.3	ENSG00000224322	All_GENCODE	-	-	-	-	-
AC004012.1	ENSG00000233942	All_GENCODE	-	-	-	-	-
AC004014.3	ENSG00000229603	All_GENCODE	-	-	-	-	-
AC004019.13	ENSG00000236754	All_GENCODE	-	-	-	-	-
AC004041.2	ENSG00000223442	All_GENCODE	-	-	-	-	-
AC004051.2	ENSG00000246774	All_GENCODE	-	-	-	-	-
AC004053.1	ENSG00000245384	All_GENCODE	-	-	-	-	-
AC004054.1	ENSG00000248984	All_GENCODE	-	-	-	-	-
AC004063.1	ENSG00000250670	All_GENCODE	-	-	-	-	-
AC004066.3	ENSG00000250522	All_GENCODE	-	-	-	-	-
AC004069.2	ENSG00000251259	All_GENCODE	-	-	-	183.68	-
AC004070.1	ENSG00000231110	All_GENCODE	-	-	-	-	-
AC004076.7	ENSG00000268533	All_GENCODE	-	-	-	-	-
AC004076.9	ENSG00000268163	All_GENCODE	-	-	-	-	-
AC004112.4	ENSG00000226851	All_GENCODE	-	-	-	-	-
AC004125.3	ENSG00000260264	All_GENCODE	-	-	-	-	-
AC004129.7	ENSG00000234406	All_GENCODE	-	-	-	-	-
AC004156.3	ENSG00000267666	All_GENCODE	-	-	-	-	-
AC004158.2	ENSG00000261008	All_GENCODE	-	-	-	-	-
AC004160.4	ENSG00000230435	All_GENCODE	-	-	-	-	-
AC004166.6	ENSG00000184616	All_GENCODE	-	-	-	-	-
AC004221.2	ENSG00000267778	All_GENCODE	-	-	-	-	-
AC004231.2	ENSG00000234477	All_GENCODE	-	-	-	-	-
AC004237.1	ENSG00000230612	All_GENCODE	-	-	-	-	-
AC004257.1	ENSG00000269635	All_GENCODE	-	-	-	-	-
AC004381.6	ENSG00000005189	RefSeq	-	-	-	128.73	-
AC004381.7	ENSG00000260510	All_GENCODE	-	-	-	-	-
AC004410.3	ENSG00000273309	All_GENCODE	-	-	-	-	-
AC004447.2	ENSG00000269131	All_GENCODE	-	-	-	-	-
AC004448.2	ENSG00000227078	All_GENCODE	-	-	-	-	-
AC004448.5	ENSG00000235979	All_GENCODE	-	-	-	-	-
AC004461.4	ENSG00000237347	All_GENCODE	-	-	-	-	-
AC004471.10	ENSG00000272682	All_GENCODE	-	-	-	-	-
AC004471.9	ENSG00000223461	All_GENCODE	-	-	-	-	-
AC004485.3	ENSG00000228944	All_GENCODE	-	-	-	-	-
AC004490.1	ENSG00000267122	All_GENCODE	-	-	-	-	-
AC004510.3	ENSG00000267308	All_GENCODE	-	-	-	-	-
AC004528.1	ENSG00000269169	All_GENCODE	-	-	-	-	-
AC004528.4	ENSG00000266990	All_GENCODE	-	-	-	-	-
AC004535.2	ENSG00000236414	All_GENCODE	-	-	-	-	-
AC004538.3	ENSG00000230333	All_GENCODE	-	-	-	-	-
AC004540.4	ENSG00000225792	All_GENCODE	-	-	-	-	-
AC004540.5	ENSG00000214870	All_GENCODE	-	-	-	-	-
AC004543.2	ENSG00000237921	All_GENCODE	-	-	-	-	-
AC004549.6	ENSG00000229893	All_GENCODE	-	-	-	-	-
AC004562.1	ENSG00000237560	All_GENCODE	-	-	-	-	-
AC004593.3	ENSG00000235669	All_GENCODE	-	-	-	-	-
AC004603.4	ENSG00000225877	All_GENCODE	-	-	-	-	-
AC004623.2	ENSG00000267755	All_GENCODE	-	-	-	-	-
AC004637.1	ENSG00000267304	All_GENCODE	-	-	-	-	-
AC004691.5	ENSG00000229263	All_GENCODE	-	-	-	-	-
AC004692.4	ENSG00000228680	All_GENCODE	-	-	-	-	-
AC004702.2	ENSG00000263494	All_GENCODE	-	-	-	-	-
AC004706.1	ENSG00000256806	All_GENCODE	-	-	-	-	-
AC004744.3	ENSG00000226522	All_GENCODE	-	-	-	-	-
AC004771.1	ENSG00000203562	All_GENCODE	-	-	-	-	-
AC004791.2	ENSG00000267453	All_GENCODE	-	-	-	-	-
AC004824.2	ENSG00000269468	All_GENCODE	-	-	-	-	-
AC004832.1	ENSG00000203606	All_GENCODE	-	-	-	-	-
AC004837.4	ENSG00000231951	All_GENCODE	-	-	-	-	-
AC004837.5	ENSG00000228554	All_GENCODE	-	-	-	-	-
AC004840.8	ENSG00000230914	All_GENCODE	-	-	-	-	-
AC004840.9	ENSG00000175873	All_GENCODE	-	-	-	-	-
AC004854.4	ENSG00000234183	All_GENCODE	-	-	-	-	-
AC004854.5	ENSG00000230160	All_GENCODE	-	-	-	-	-
AC004862.6	ENSG00000232667	All_GENCODE	-	-	-	-	-
AC004866.3	ENSG00000224134	All_GENCODE	-	-	-	-	-
AC004869.2	ENSG00000230680	All_GENCODE	-	-	-	-	-
AC004869.3	ENSG00000240355	All_GENCODE	-	-	-	-	-
AC004870.3	ENSG00000229192	All_GENCODE	-	-	-	-	-
AC004870.4	ENSG00000223829	All_GENCODE	-	-	-	-	-
AC004878.2	ENSG00000224804	All_GENCODE	-	-	-	-	-
AC004878.3	ENSG00000198632	All_GENCODE	-	-	-	-	-
AC004878.5	ENSG00000205508	All_GENCODE	-	-	-	-	-
AC004878.6	ENSG00000205506	All_GENCODE	-	-	-	-	-
AC004878.7	ENSG00000249595	All_GENCODE	-	-	-	-	-
AC004878.8	ENSG00000254977	All_GENCODE	-	-	-	-	-
AC004893.11	ENSG00000242687	All_GENCODE	-	-	-	-	-
AC004895.4	ENSG00000231704	All_GENCODE	-	-	-	-	-
AC004899.3	ENSG00000225705	All_GENCODE	-	-	-	-	-
AC004901.1	ENSG00000232072	All_GENCODE	-	-	-	-	-
AC004906.3	ENSG00000237286	All_GENCODE	-	-	-	-	-
AC004917.1	ENSG00000177820	All_GENCODE	-	-	-	-	-
AC004920.3	ENSG00000236046	All_GENCODE	-	-	-	-	-
AC004941.3	ENSG00000228151	All_GENCODE	-	-	-	-	-
AC004947.2	ENSG00000233760	All_GENCODE	-	-	-	-	-
AC004951.5	ENSG00000239556	All_GENCODE	-	-	-	-	-
AC004951.6	ENSG00000228434	All_GENCODE	-	-	-	-	-
AC004967.7	ENSG00000243554	All_GENCODE	-	-	-	-	-
AC004980.11	ENSG00000185040	All_GENCODE	-	-	-	-	-
AC004980.7	ENSG00000205485	All_GENCODE	-	-	-	-	-
AC004980.8	ENSG00000250778	All_GENCODE	-	-	-	-	-
AC004980.9	ENSG00000230305	All_GENCODE	-	-	-	-	-
AC004985.12	ENSG00000241057	All_GENCODE	-	-	-	-	-
AC004987.9	ENSG00000233225	All_GENCODE	-	-	-	-	-
AC004988.1	ENSG00000203446	All_GENCODE	-	-	-	-	-
AC005000.1	ENSG00000255927	All_GENCODE	-	-	-	-	-
AC005008.2	ENSG00000237896	All_GENCODE	-	-	-	-	-
AC005009.1	ENSG00000231255	All_GENCODE	-	-	-	-	-
